,Data As Of,Start Date,End Date,Group,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote,Population
3754,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Male,65-74 years,161.0,1023.0,119.0,75.0,0.0,206.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10703486.0
3755,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Male,75-84 years,162.0,1090.0,161.0,83.0,0.0,240.0,,10703486.0
3756,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Male,85 years and over,92.0,756.0,98.0,45.0,0.0,145.0,,10703486.0
3758,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Female,Under 1 year,0.0,21.0,0.0,0.0,0.0,0.0,,10703486.0
3760,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10703486.0
3761,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10703486.0
3762,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Female,15-24 years,0.0,21.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10703486.0
3764,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Female,25-34 years,0.0,61.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10703486.0
3766,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Female,35-44 years,0.0,115.0,0.0,0.0,0.0,14.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10703486.0
3768,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Female,45-54 years,27.0,247.0,33.0,15.0,0.0,45.0,,10703486.0
3770,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Female,55-64 years,63.0,542.0,62.0,32.0,0.0,94.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10703486.0
3771,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Female,65-74 years,102.0,783.0,92.0,51.0,0.0,144.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10703486.0
3772,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Female,75-84 years,146.0,1074.0,114.0,54.0,0.0,208.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10703486.0
3773,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Female,85 years and over,160.0,1417.0,130.0,68.0,0.0,224.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10703486.0
3792,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Male,Under 1 year,0.0,38.0,0.0,0.0,0.0,0.0,,10707086.0
3794,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10707086.0
3795,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Male,5-14 years,0.0,11.0,0.0,0.0,0.0,0.0,,10707086.0
3796,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Male,15-24 years,0.0,64.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10707086.0
3798,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Male,25-34 years,0.0,147.0,0.0,0.0,0.0,11.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10707086.0
3800,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Male,35-44 years,0.0,188.0,0.0,0.0,0.0,11.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10707086.0
3802,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Male,45-54 years,24.0,365.0,20.0,10.0,0.0,34.0,,10707086.0
3804,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Male,55-64 years,52.0,726.0,53.0,21.0,0.0,85.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10707086.0
3805,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Male,65-74 years,115.0,1048.0,108.0,58.0,0.0,165.0,,10707086.0
3806,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Male,75-84 years,105.0,999.0,116.0,52.0,0.0,170.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10707086.0
3807,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Male,85 years and over,83.0,731.0,70.0,38.0,0.0,117.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10707086.0
3809,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Female,Under 1 year,0.0,20.0,0.0,0.0,0.0,0.0,,10707086.0
3811,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10707086.0
3812,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10707086.0
3813,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Female,15-24 years,0.0,22.0,0.0,0.0,0.0,0.0,,10707086.0
3815,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Female,25-34 years,0.0,74.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10707086.0
3817,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Female,35-44 years,0.0,125.0,11.0,0.0,0.0,14.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10707086.0
3819,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Female,45-54 years,15.0,237.0,20.0,0.0,0.0,27.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10707086.0
3821,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Female,55-64 years,32.0,472.0,35.0,14.0,0.0,53.0,,10707086.0
3822,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Female,65-74 years,75.0,791.0,55.0,30.0,0.0,100.0,,10707086.0
3823,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Female,75-84 years,114.0,1011.0,80.0,55.0,0.0,139.0,,10707086.0
3824,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Georgia,Female,85 years and over,159.0,1373.0,102.0,57.0,0.0,204.0,,10707086.0
3843,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Male,Under 1 year,0.0,27.0,0.0,0.0,0.0,0.0,,10709280.0
3845,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10709280.0
3846,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Male,5-14 years,0.0,20.0,0.0,0.0,0.0,0.0,,10709280.0
3847,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Male,15-24 years,0.0,94.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10709280.0
3849,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Male,25-34 years,0.0,156.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10709280.0
3851,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Male,35-44 years,0.0,183.0,0.0,0.0,0.0,13.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10709280.0
3853,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Male,45-54 years,32.0,335.0,27.0,15.0,0.0,44.0,,10709280.0
3855,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Male,55-64 years,31.0,739.0,44.0,16.0,0.0,59.0,,10709280.0
3856,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Male,65-74 years,58.0,939.0,77.0,32.0,0.0,103.0,,10709280.0
3857,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Male,75-84 years,73.0,919.0,80.0,38.0,0.0,115.0,,10709280.0
3858,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Male,85 years and over,53.0,659.0,53.0,19.0,0.0,87.0,,10709280.0
3860,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Female,Under 1 year,0.0,26.0,0.0,0.0,0.0,0.0,,10709280.0
3862,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10709280.0
3863,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Female,5-14 years,0.0,13.0,0.0,0.0,0.0,0.0,,10709280.0
3864,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Female,15-24 years,0.0,23.0,0.0,0.0,0.0,0.0,,10709280.0
3866,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Female,25-34 years,0.0,56.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10709280.0
3868,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Female,35-44 years,0.0,107.0,0.0,0.0,0.0,14.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10709280.0
3870,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Female,45-54 years,12.0,233.0,15.0,0.0,0.0,24.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10709280.0
3872,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Female,55-64 years,30.0,457.0,33.0,10.0,0.0,53.0,,10709280.0
3873,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Female,65-74 years,48.0,687.0,52.0,20.0,0.0,81.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10709280.0
3874,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Female,75-84 years,69.0,850.0,66.0,28.0,0.0,107.0,,10709280.0
3875,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Georgia,Female,85 years and over,88.0,1129.0,76.0,25.0,0.0,139.0,,10709280.0
3894,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Male,Under 1 year,0.0,43.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10710017.0
3896,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10710017.0
3897,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Male,5-14 years,0.0,12.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10710017.0
3898,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Male,15-24 years,0.0,95.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10710017.0
3900,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Male,25-34 years,13.0,185.0,0.0,0.0,0.0,18.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10710017.0
3902,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Male,35-44 years,27.0,241.0,15.0,12.0,0.0,30.0,,10710017.0
3904,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Male,45-54 years,52.0,383.0,40.0,30.0,0.0,62.0,,10710017.0
3906,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Male,55-64 years,133.0,852.0,99.0,62.0,0.0,170.0,,10710017.0
3907,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Male,65-74 years,176.0,1158.0,134.0,84.0,0.0,226.0,,10710017.0
3908,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Male,75-84 years,185.0,1103.0,128.0,84.0,0.0,229.0,,10710017.0
3909,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Male,85 years and over,127.0,824.0,90.0,59.0,0.0,158.0,,10710017.0
3911,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Female,Under 1 year,0.0,33.0,0.0,0.0,0.0,0.0,,10710017.0
3913,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Female,1-4 years,0.0,13.0,0.0,0.0,0.0,0.0,,10710017.0
3914,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10710017.0
3915,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Female,15-24 years,0.0,26.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10710017.0
3917,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Female,25-34 years,12.0,90.0,0.0,0.0,0.0,12.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10710017.0
3919,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Female,35-44 years,27.0,143.0,17.0,0.0,0.0,36.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10710017.0
3921,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Female,45-54 years,30.0,260.0,24.0,16.0,0.0,38.0,,10710017.0
3923,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Female,55-64 years,73.0,550.0,49.0,26.0,0.0,96.0,,10710017.0
3924,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Female,65-74 years,136.0,824.0,86.0,57.0,0.0,165.0,,10710017.0
3925,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Female,75-84 years,149.0,1089.0,106.0,68.0,0.0,187.0,,10710017.0
3926,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Georgia,Female,85 years and over,169.0,1311.0,111.0,76.0,0.0,204.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10710017.0
3945,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1409724.0
3947,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1409724.0
3948,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1409724.0
3949,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Male,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1409724.0
3951,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Male,25-34 years,0.0,12.0,0.0,0.0,0.0,0.0,,1409724.0
3953,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Male,35-44 years,0.0,24.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1409724.0
3955,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Male,45-54 years,0.0,29.0,0.0,0.0,0.0,0.0,,1409724.0
3957,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Male,55-64 years,0.0,84.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1409724.0
3958,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Male,65-74 years,0.0,115.0,12.0,0.0,0.0,12.0,,1409724.0
3959,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Male,75-84 years,0.0,115.0,12.0,0.0,0.0,13.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1409724.0
3960,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Male,85 years and over,0.0,147.0,15.0,0.0,0.0,15.0,,1409724.0
3962,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Female,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1409724.0
3964,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,,1409724.0
3965,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1409724.0
3966,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1409724.0
3968,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Female,25-34 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1409724.0
3970,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Female,35-44 years,0.0,10.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1409724.0
3972,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Female,45-54 years,0.0,21.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1409724.0
3974,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Female,55-64 years,0.0,45.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1409724.0
3975,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Female,65-74 years,0.0,83.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1409724.0
3976,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Hawaii,Female,75-84 years,0.0,99.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1409724.0
